Customer_ID,Recency,Frequency,MonetaryValue,T-Age,R,F,M,RFM_Segment,RFM_Score,General_Segment,Transaction,Revenue,avg_order_value,profit_margin,CLV,cust_lifetime_value
1000084,353,1,69.0,0,1,1,1,111,3.0,Bronze,1,69.0,69.0,0.05,1898.4211395540872,94.92105697770437
1000085,83,1,139.5,0,2,1,1,211,4.0,Bronze,1,139.5,139.5,0.05,3838.1123038810897,191.9056151940545
1000086,45,3,600.4000000000001,329,3,2,3,323,8.0,Silver,3,600.4000000000001,200.13333333333335,0.15000000000000002,5506.338416368474,825.9507624552713
1000087,181,3,624.3,240,1,2,3,123,6.0,Silver,3,624.3,208.1,0.15000000000000002,5725.5281034957325,858.82921552436
1000088,260,2,95.0,0,1,1,1,111,3.0,Bronze,2,95.0,47.5,0.1,1306.8841178089733,130.68841178089733
1000089,43,2,150.0,47,3,1,1,311,5.0,Bronze,2,150.0,75.0,0.1,2063.501238645747,206.3501238645747
1000090,28,3,470.0,368,3,2,2,322,7.0,Silver,3,470.0,156.66666666666666,0.15000000000000002,4310.424809615561,646.5637214423342
1000091,3,3,771.9,50,4,2,3,423,9.0,Silver,3,771.9,257.3,0.15000000000000002,7079.184916047343,1061.8777374071017
1000092,36,6,1609.8000000000002,463,3,4,4,344,11.0,Gold,6,1609.8000000000002,268.3,0.30000000000000004,7381.831764382053,2214.5495293146164
1000093,63,2,331.7,108,2,1,2,212,5.0,Bronze,2,331.7,165.85,0.1,4563.089072391961,456.3089072391961
1000094,19,1,27.5,0,4,1,1,411,6.0,Silver,1,27.5,27.5,0.05,756.6171208367739,37.83085604183869
1000095,18,1,0.0,0,4,1,1,411,6.0,Silver,1,0.0,0.0,0.05,0.0,0.0
1000096,48,2,74.5,12,3,1,1,311,5.0,Bronze,2,74.5,37.25,0.1,1024.872281860721,102.4872281860721
1000097,203,5,598.5,237,1,3,3,133,7.0,Silver,5,598.5,119.7,0.25,3293.3479768786124,823.3369942196531
1000098,350,2,812.6,110,1,1,3,113,5.0,Bronze,2,812.6,406.3,0.1,11178.674043490228,1117.8674043490228
1000099,18,5,655.5000000000001,411,4,3,3,433,10.0,Gold,5,655.5000000000001,131.10000000000002,0.25,3607.000165152767,901.7500412881917
1000100,46,4,1433.4,237,3,3,4,334,10.0,Gold,4,1433.4,358.35,0.2,9859.40891824938,1971.8817836498763
1000101,34,5,626.0,412,3,3,3,333,9.0,Silver,5,626.0,125.2,0.25,3444.6714010459673,861.1678502614918
1000102,13,5,1190.1,183,4,3,4,434,11.0,Gold,5,1190.1,238.01999999999998,0.25,6548.727530966143,1637.1818827415357
1000103,4,5,2423.5,495,4,3,4,434,11.0,Gold,5,2423.5,484.7,0.25,13335.720671621248,3333.930167905312
1000104,18,3,443.6,407,4,2,2,422,8.0,Silver,3,443.6,147.86666666666667,0.15000000000000002,4068.307330947793,610.246099642169
1000105,75,3,523.8000000000001,270,2,2,2,222,6.0,Silver,3,523.8000000000001,174.60000000000002,0.15000000000000002,4803.8308835673,720.574632535095
1000106,8,6,613.1999999999999,397,4,4,3,443,11.0,Gold,6,613.1999999999999,102.19999999999999,0.30000000000000004,2811.8643545279374,843.5593063583814
1000107,43,1,85.5,0,3,1,1,311,5.0,Bronze,1,85.5,85.5,0.05,2352.3914120561517,117.61957060280758
1000108,48,5,555.2,257,3,3,2,332,8.0,Silver,5,555.2,111.04,0.25,3055.08236718965,763.7705917974125
1000109,7,3,252.5,127,4,2,1,421,7.0,Silver,3,252.5,84.16666666666667,0.15000000000000002,2315.706945591339,347.3560418387009
1000110,32,4,360.4,314,3,3,2,332,8.0,Silver,4,360.4,90.1,0.2,2478.9528213597573,495.7905642719515
1000111,62,2,468.8,409,2,1,2,212,5.0,Bronze,2,468.8,234.4,0.1,6449.129204514175,644.9129204514176
1000113,63,3,683.3000000000002,91,2,2,3,223,7.0,Silver,3,683.3000000000002,227.76666666666674,0.15000000000000002,6266.623983851731,939.9935975777598
1000114,118,3,453.2,195,1,2,2,122,5.0,Bronze,3,453.2,151.06666666666666,0.15000000000000002,4156.350050463344,623.4525075695017
1000115,40,5,1716.7,130,3,3,4,334,10.0,Gold,5,1716.7,343.34000000000003,0.25,9446.433537021743,2361.608384255436
1000116,24,4,830.9000000000001,390,4,3,3,433,10.0,Gold,4,830.9000000000001,207.72500000000002,0.2,5715.210597302505,1143.0421194605012
1000117,2,1,34.0,0,4,1,1,411,6.0,Silver,1,34.0,34.0,0.05,935.4538948527387,46.772694742636936
1000118,3,2,237.5,221,4,1,1,411,6.0,Silver,2,237.5,118.75,0.1,3267.210294522433,326.72102945224333
1000119,8,7,1228.0,436,4,4,4,444,12.0,Gold,7,1228.0,175.42857142857142,0.35000000000000003,4826.627659156147,1689.3196807046518
1000120,8,5,906.9999999999998,230,4,3,3,433,10.0,Gold,5,906.9999999999998,181.39999999999995,0.25,4990.921662537845,1247.7304156344612
1000121,28,3,149.4,219,3,2,1,321,6.0,Silver,3,149.4,49.800000000000004,0.15000000000000002,1370.1648224607761,205.52472336911646
1000122,3,3,384.80000000000007,87,4,2,2,422,8.0,Silver,3,384.80000000000007,128.26666666666668,0.15000000000000002,3529.045673915038,529.3568510872558
1000123,78,5,902.5,278,2,3,3,233,8.0,Silver,5,902.5,180.5,0.25,4966.159647674098,1241.5399119185245
1000124,57,8,2611.7000000000003,387,2,4,4,244,10.0,Gold,8,2611.7000000000003,326.46250000000003,0.4,8982.07697495183,3592.830789980732
1000125,7,6,1308.6,439,4,4,4,444,12.0,Gold,6,1308.6,218.1,0.30000000000000004,6000.661601981832,1800.19848059455
1000126,62,4,486.5,388,2,3,2,232,7.0,Silver,4,486.5,121.625,0.2,3346.3111753371863,669.2622350674374
1000127,58,5,1974.7,382,2,3,4,234,9.0,Silver,5,1974.7,394.94,0.25,10866.122389210017,2716.5305973025042
1000128,7,7,1458.6000000000001,251,4,4,4,444,12.0,Gold,7,1458.6000000000001,208.3714285714286,0.35000000000000003,5732.996012740356,2006.5486044591246
1000129,7,1,25.0,0,4,1,1,411,6.0,Silver,1,25.0,25.0,0.05,687.8337462152491,34.39168731076246
1000130,1,1,187.2,0,4,1,1,411,6.0,Silver,1,187.2,187.2,0.05,5150.499091659784,257.5249545829892
1000131,61,3,1424.4,375,2,2,4,224,8.0,Silver,3,1424.4,474.8,0.15000000000000002,13063.33850812001,1959.5007762180019
1000132,130,5,1353.6999999999998,122,1,3,4,134,8.0,Silver,5,1353.6999999999998,270.73999999999995,0.25,7448.96433801266,1862.241084503165
1000133,218,3,400.6,199,1,2,2,122,5.0,Bronze,3,400.6,133.53333333333333,0.15000000000000002,3673.94931645105,551.0923974676576
1000134,7,5,776.1,419,4,3,3,433,10.0,Gold,5,776.1,155.22,0.25,4270.622163501238,1067.6555408753095
1000135,42,2,112.60000000000002,25,3,1,1,311,5.0,Bronze,2,112.60000000000002,56.30000000000001,0.1,1549.001596476741,154.90015964767412
1000136,103,3,901.9,77,1,2,3,123,6.0,Silver,3,901.9,300.6333333333333,0.15000000000000002,8271.430076153774,1240.7145114230664
1000137,44,4,232.5,184,3,3,1,331,7.0,Silver,4,232.5,58.125,0.2,1599.2134599504539,319.84269199009077
1000138,50,3,389.5,304,3,2,2,322,7.0,Silver,3,389.5,129.83333333333334,0.15000000000000002,3572.1499220111937,535.8224883016791
1000139,56,2,445.8,4,2,1,2,212,5.0,Bronze,2,445.8,222.9,0.1,6132.72568125516,613.272568125516
1000140,56,5,1212.8,386,2,3,4,234,9.0,Silver,5,1212.8,242.56,0.25,6673.638139278833,1668.4095348197081
1000141,133,2,429.6,71,1,1,2,112,4.0,Bronze,2,429.6,214.8,0.1,5909.86754748142,590.9867547481421
1000142,17,3,792.1,289,4,2,3,423,9.0,Silver,3,792.1,264.03333333333336,0.15000000000000002,7264.441471694651,1089.6662207541979
1000143,64,2,300.2,364,2,1,1,211,4.0,Bronze,2,300.2,150.1,0.1,4129.753812276355,412.9753812276356
1000144,128,3,565.0,296,1,2,2,122,5.0,Bronze,3,565.0,188.33333333333334,0.15000000000000002,5181.680888154877,777.2521332232317
1000145,37,5,200.0,221,3,3,1,331,7.0,Silver,5,200.0,40.0,0.25,1100.5339939443984,275.1334984860996
1000146,19,6,1368.7000000000003,403,4,4,4,444,12.0,Gold,6,1368.7000000000003,228.1166666666667,0.30000000000000004,6276.253656298743,1882.8760968896233
1000147,217,4,1020.5,221,1,3,4,134,8.0,Silver,4,1020.5,255.125,0.2,7019.3433801266165,1403.8686760253233
1000148,3,2,206.20000000000005,203,4,1,1,411,6.0,Silver,2,206.20000000000005,103.10000000000002,0.1,2836.6263693916876,283.66263693916875
1000149,191,1,287.6,0,1,1,1,111,3.0,Bronze,1,287.6,287.6,0.05,7912.839416460225,395.64197082301126
1000150,105,3,534.1,177,1,2,2,122,5.0,Bronze,3,534.1,178.03333333333333,0.15000000000000002,4898.293384714193,734.7440077071291
1000151,210,3,446.6,291,1,2,2,122,5.0,Bronze,3,446.6,148.86666666666667,0.15000000000000002,4095.820680796403,614.3731021194606
1000152,35,2,573.5,232,3,1,2,312,6.0,Silver,2,573.5,286.75,0.1,7889.453069088906,788.9453069088906
1000153,10,4,1415.6,333,4,3,4,434,11.0,Gold,4,1415.6,353.9,0.2,9736.974511423065,1947.394902284613
1000155,22,2,518.5,173,4,1,2,412,7.0,Silver,2,518.5,259.25,0.1,7132.835948252133,713.2835948252133
1000156,48,4,452.3,392,3,3,2,332,8.0,Silver,4,452.3,113.075,0.2,3111.0720341315714,622.2144068263143
1000157,62,3,740.7,385,2,2,3,223,7.0,Silver,3,740.7,246.9,0.15000000000000002,6793.0460776218,1018.9569116432701
1000158,56,3,546.1000000000001,207,2,2,2,222,6.0,Silver,3,546.1000000000001,182.0333333333334,0.15000000000000002,5008.346784108635,751.2520176162953
1000159,2,3,68.2,134,4,2,1,421,7.0,Silver,3,68.2,22.733333333333334,0.15000000000000002,625.4701532250665,93.82052298375999
1000160,192,2,399.5,48,1,1,2,112,4.0,Bronze,2,399.5,199.75,0.1,5495.79163225984,549.5791632259841
1000161,12,6,833.5,483,4,4,3,443,11.0,Gold,6,833.5,138.91666666666666,0.30000000000000004,3822.062849802733,1146.61885494082
1000162,39,6,1543.3,475,3,4,4,344,11.0,Gold,6,1543.3,257.21666666666664,0.30000000000000004,7076.8921368932915,2123.0676410679876
1000163,17,2,335.6,417,4,1,2,412,7.0,Silver,2,335.6,167.8,0.1,4616.740104596752,461.6740104596752
1000164,382,1,38.5,0,1,1,1,111,3.0,Bronze,1,38.5,38.5,0.05,1059.2639691714835,52.963198458574176
1000165,37,3,572.2,404,3,2,2,322,7.0,Silver,3,572.2,190.73333333333335,0.15000000000000002,5247.71292779154,787.1569391687311
1000166,78,2,196.8,36,2,1,1,211,4.0,Bronze,2,196.8,98.4,0.1,2707.3136251032206,270.73136251032207
1000167,29,4,1176.0,395,3,3,4,334,10.0,Gold,4,1176.0,294.0,0.2,8088.924855491328,1617.7849710982657
1000168,58,5,363.8,162,2,3,2,232,7.0,Silver,5,363.8,72.76,0.25,2001.8713349848608,500.4678337462152
1000169,58,3,311.2,296,2,2,1,221,5.0,Bronze,3,311.2,103.73333333333333,0.15000000000000002,2854.0514909624735,428.1077236443711
1000170,20,5,723.4,405,4,3,3,433,10.0,Gold,5,723.4,144.68,0.25,3980.631456096889,995.1578640242222
1000171,73,1,120.0,0,2,1,1,211,4.0,Bronze,1,120.0,120.0,0.05,3301.601981833195,165.08009909165978
1000172,124,2,454.8,181,1,1,2,112,4.0,Bronze,2,454.8,227.4,0.1,6256.535755573905,625.6535755573905
1000173,92,1,154.0,0,1,1,1,111,3.0,Bronze,1,154.0,154.0,0.05,4237.055876685934,211.8527938342967
1000174,44,4,985.4000000000001,373,3,3,4,334,10.0,Gold,4,985.4000000000001,246.35000000000002,0.2,6777.913735205064,1355.582747041013
1000175,193,3,1403.4,254,1,2,4,124,7.0,Silver,3,1403.4,467.8,0.15000000000000002,12870.74505917974,1930.6117588769614
1000176,38,9,3187.8,480,3,4,4,344,11.0,Gold,9,3187.8,354.20000000000005,0.45,9745.228516377649,4385.352832369942
1000179,27,5,429.6,424,3,3,2,332,8.0,Silver,5,429.6,85.92,0.25,2363.947018992568,590.986754748142
1000180,56,3,607.0,375,2,2,3,223,7.0,Silver,3,607.0,202.33333333333334,0.15000000000000002,5566.8677860354155,835.0301679053124
1000181,50,4,784.2,86,3,3,3,333,9.0,Silver,4,784.2,196.05,0.2,5393.9922378199835,1078.7984475639967
1000182,190,1,117.9,0,1,1,1,111,3.0,Bronze,1,117.9,117.9,0.05,3243.8239471511147,162.19119735755575
1000183,12,6,693.2,292,4,4,3,443,11.0,Gold,6,693.2,115.53333333333335,0.30000000000000004,3178.7090191760713,953.6127057528215
1000184,121,2,357.2,97,1,1,2,112,4.0,Bronze,2,357.2,178.6,0.1,4913.884282961739,491.3884282961739
1000185,62,3,1108.4,375,2,2,4,224,8.0,Silver,3,1108.4,369.4666666666667,0.15000000000000002,10165.265657399761,1524.7898486099643
1000186,72,1,219.8,0,2,1,1,211,4.0,Bronze,1,219.8,219.8,0.05,6047.43429672447,302.37171483622353
1000187,42,5,396.5,227,3,3,2,332,8.0,Silver,5,396.5,79.3,0.25,2181.80864299477,545.4521607486924
1000188,1,4,418.40000000000003,498,4,3,2,432,9.0,Silver,4,418.40000000000003,104.60000000000001,0.2,2877.896394164602,575.5792788329204
1000189,244,2,379.8,171,1,1,2,112,4.0,Bronze,2,379.8,189.9,0.1,5224.785136251032,522.4785136251032
1000190,41,6,791.5999999999999,414,3,4,3,343,10.0,Gold,6,791.5999999999999,131.9333333333333,0.30000000000000004,3629.9279566932737,1088.9783870079823
1000191,96,5,720.2,405,1,3,3,133,7.0,Silver,5,720.2,144.04000000000002,0.25,3963.022912193779,990.7557280484448
1000192,62,3,522.8,270,2,2,2,222,6.0,Silver,3,522.8,174.26666666666665,0.15000000000000002,4794.659766951096,719.1989650426644
1000193,6,5,1946.3,443,4,3,4,434,11.0,Gold,5,1946.3,389.26,0.25,10709.846562069913,2677.4616405174784
1000194,85,3,409.5000000000001,320,2,2,2,222,6.0,Silver,3,409.5000000000001,136.50000000000003,0.15000000000000002,3755.5722543352604,563.3358381502892
1000195,54,4,642.0,175,2,3,3,233,8.0,Silver,4,642.0,160.5,0.2,4415.892650701899,883.1785301403797
1000196,10,3,653.3000000000001,74,4,2,3,423,9.0,Silver,3,653.3000000000001,217.76666666666668,0.15000000000000002,5991.49048536563,898.7235728048446
1000197,407,1,360.0,0,1,1,2,112,4.0,Bronze,1,360.0,360.0,0.05,9904.805945499586,495.2402972749793
1000198,425,1,140.0,0,1,1,1,111,3.0,Bronze,1,140.0,140.0,0.05,3851.868978805395,192.59344894026975
1000199,24,2,395.2,172,4,1,2,412,7.0,Silver,2,395.2,197.6,0.1,5436.637930085328,543.6637930085328
1000200,60,5,528.7,354,2,3,2,232,7.0,Silver,5,528.7,105.74000000000001,0.25,2909.2616129920175,727.3154032480044
1000201,25,4,1101.9,163,4,3,4,434,11.0,Gold,4,1101.9,275.475,0.2,7579.24004954583,1515.848009909166
1000202,102,4,475.7000000000001,212,1,3,2,132,6.0,Silver,4,475.7000000000001,118.92500000000003,0.2,3272.0251307459403,654.4050261491881
1000203,57,5,823.4,352,2,3,3,233,8.0,Silver,5,823.4,164.68,0.25,4530.898453069089,1132.7246132672722
1000204,15,5,661.6,382,4,3,3,433,10.0,Gold,5,661.6,132.32,0.25,3640.5664519680695,910.1416129920174
1000205,80,3,648.7,357,2,2,3,223,7.0,Silver,3,648.7,216.23333333333335,0.15000000000000002,5949.303348931094,892.3955023396642
1000206,1,2,303.1,48,4,1,1,411,6.0,Silver,2,303.1,151.55,0.1,4169.64816955684,416.964816955684
1000207,181,5,989.1,308,1,3,4,134,8.0,Silver,5,989.1,197.82,0.25,5442.690867052022,1360.6727167630056
1000208,69,2,425.1,250,2,1,2,212,5.0,Bronze,2,425.1,212.55,0.1,5847.962510322048,584.7962510322049
1000209,75,4,484.6,356,2,3,2,232,7.0,Silver,4,484.6,121.15,0.2,3333.242334159097,666.6484668318194
1000210,206,2,514.0,246,1,1,2,112,4.0,Bronze,2,514.0,257.0,0.1,7070.930911092761,707.0930911092761
1000211,13,2,604.8,241,4,1,3,413,8.0,Silver,2,604.8,302.4,0.1,8320.036994219652,832.0036994219653
1000212,265,2,720.0,59,1,1,3,113,5.0,Bronze,2,720.0,360.0,0.1,9904.805945499586,990.4805945499586
1000213,28,5,1278.2,234,3,3,4,334,10.0,Gold,5,1278.2,255.64000000000001,0.25,7033.512755298651,1758.3781888246629
1000214,26,4,467.8,407,3,3,2,332,8.0,Silver,4,467.8,116.95,0.2,3217.686264794935,643.5372529589871
1000215,32,2,136.0,35,3,1,1,311,5.0,Bronze,2,136.0,68.0,0.1,1870.9077897054774,187.09077897054775
1000216,62,4,295.50000000000006,383,2,3,1,231,6.0,Silver,4,295.50000000000006,73.87500000000001,0.2,2032.5487200660612,406.50974401321224
1000217,37,4,958.1,143,3,3,4,334,10.0,Gold,4,958.1,239.525,0.2,6590.135122488301,1318.0270244976602
1000218,67,8,1206.3000000000002,349,2,4,4,244,10.0,Gold,8,1206.3000000000002,150.78750000000002,0.4,4148.669240297275,1659.46769611891
1000219,27,8,2306.8,416,3,4,4,344,11.0,Gold,8,2306.8,288.35,0.4,7933.474428846683,3173.3897715386734
